cell,orig.ident,nCount_gene,nFeature_gene,nCount_RNA,nFeature_RNA,sample_id,sample_id_1,tissue_type,Kit_ID,Kit_sample,Seq_Number,Tissue.Type,Prep.Method,Prep.Number,Age,Time.Group,Poor_Read_Number,Moderate_Alignment,Rod_Cells,Possible_Rods,Non_Photoreceptors,Collection_Method,Outliers,VSX2_Outlier,X9_Cluster_Green_Rods,HR_Cluster_LB,HR_Cluster_Black,HR_Cluster_LG,HR_Cluster_DG,HR_Cluster_Pink,Cluster_Color,Fetal_Age,Old_Seq_Number,Old_Seq_Kit_ID,excluded_because,batch,names,type,gene_snn_res.0.2,seurat_clusters,gene_snn_res.0.4,gene_snn_res.0.6,gene_snn_res.0.8,gene_snn_res.1,gene_snn_res.1.2,gene_snn_res.1.4,gene_snn_res.1.6,gene_snn_res.1.8,gene_snn_res.2,read_count,percent.mt,nCount_transcript,nFeature_transcript,transcript_snn_res.0.2,transcript_snn_res.0.4,transcript_snn_res.0.6,transcript_snn_res.0.8,transcript_snn_res.1,transcript_snn_res.1.2,transcript_snn_res.1.4,transcript_snn_res.1.6,transcript_snn_res.1.8,transcript_snn_res.2,ident
ds20181001-0153,ds20181001,486203.5130897313,1695,1997330.51335752,9653,ds20181001-0153,ds20181001-0153,organoid,1B,57,3,Organoid,Kuwahara,115,140,7,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0153,PE,2,8,3,3,3,3,1,7,8,8,8,NA,0.4288762467035412,486022.9801917847,4724,2,4,4,4,8,8,8,8,8,8,8
ds20181001-0154,ds20181001,606921.3468744972,1360,2852188.37772859,7915,ds20181001-0154,ds20181001-0154,organoid,1B,58,3,Organoid,Kuwahara,115,140,7,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0154,PE,1,3,1,0,0,0,3,1,1,1,3,NA,0.04078735146914521,605028.7004573429,3715,1,1,0,0,3,3,2,1,7,7,3
ds20181001-0155,ds20181001,585981.2070709395,1761,2377575.58079858,10082,ds20181001-0155,ds20181001-0155,organoid,1B,59,3,Organoid,Kuwahara,115,140,7,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0155,PE,2,8,3,3,3,3,1,7,8,8,8,NA,0.23983338464131096,583985.9498699384,5003,2,4,4,4,8,8,8,8,8,8,8
ds20181001-0156,ds20181001,547546.8921975294,1764,2286497.17137755,10326,ds20181001-0156,ds20181001-0156,organoid,1B,60,3,Organoid,Kuwahara,115,140,7,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0156,PE,2,8,3,3,3,3,1,7,8,8,8,NA,0.5294158868830379,546860.1421457505,4863,2,4,4,4,8,8,8,8,8,8,8
ds20181001-0157,ds20181001,1138143.741541854,1771,5227146.61696952,10324,ds20181001-0157,ds20181001-0157,organoid,1B,61,3,Organoid,Kuwahara,115,140,7,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0157,PE,2,6,3,3,3,3,1,7,5,7,6,NA,0.17092279526889725,1136650.7752497671,5316,2,4,4,4,8,8,8,8,8,8,6
ds20181001-0158,ds20181001,1276713.8103556314,1751,4839480.27618462,10363,ds20181001-0158,ds20181001-0158,organoid,1B,62,3,Organoid,Kuwahara,115,140,7,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0158,PE,2,8,3,3,3,3,1,7,8,8,8,NA,0.2807963734334079,1275027.638356499,5220,2,4,4,4,8,8,8,8,8,8,8
ds20181001-0159,ds20181001,1052579.2879458787,1439,3945370.44635337,7890,ds20181001-0159,ds20181001-0159,organoid,1B,63,3,Organoid,Kuwahara,115,140,7,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0159,PE,1,0,4,4,4,4,4,3,3,2,0,NA,0.5156292030113853,1048735.3568217345,4033,1,3,3,3,4,5,5,5,4,4,0
ds20181001-0160,ds20181001,1086145.3906722597,1189,2682126.27651973,6105,ds20181001-0160,ds20181001-0160,organoid,1B,64,3,Organoid,Kuwahara,116,141,7,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0160,PE,3,7,5,5,5,6,7,5,7,4,7,NA,0.21635484745185837,1088122.7385114897,2861,3,5,5,5,6,7,7,7,6,6,7
ds20181001-0161,ds20181001,760116.5488199154,1151,2780188.47920833,6634,ds20181001-0161,ds20181001-0161,organoid,1B,65,3,Organoid,Kuwahara,116,141,7,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0161,PE,1,3,4,4,4,4,4,1,1,1,3,NA,0.5186817740762819,761928.7811407301,2990,1,3,3,3,4,5,5,5,4,4,3
ds20181001-0162,ds20181001,965102.141007224,1452,3575764.78842629,8378,ds20181001-0162,ds20181001-0162,organoid,1B,66,3,Organoid,Kuwahara,116,141,7,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0162,PE,2,8,3,3,3,3,1,7,8,8,8,NA,0.6435136853560445,963038.3169775772,4064,2,4,4,4,8,8,8,8,8,8,8
ds20181001-0163,ds20181001,1088807.8449702514,1598,3865580.01664965,9095,ds20181001-0163,ds20181001-0163,organoid,1B,67,3,Organoid,Kuwahara,116,141,7,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0163,PE,2,8,3,3,3,3,1,7,8,8,8,NA,0.8420645725297311,1088585.967294126,4460,2,4,4,4,8,8,8,8,8,8,8
ds20181001-0164,ds20181001,826397.1422914047,1421,2986692.35043664,8141,ds20181001-0164,ds20181001-0164,organoid,1B,68,3,Organoid,Kuwahara,116,141,7,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0164,PE,2,8,3,3,3,3,1,7,8,8,8,NA,0.6691967352542965,825046.613027327,3760,2,4,4,4,8,8,8,8,8,8,8
ds20181001-0165,ds20181001,548823.160850861,1230,2015974.38873651,7240,ds20181001-0165,ds20181001-0165,organoid,1B,69,3,Organoid,Kuwahara,116,141,7,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0165,PE,1,0,4,4,4,4,4,3,3,2,0,NA,0.5964011652697052,547892.630803477,3191,1,3,3,3,4,5,5,5,4,4,0
ds20181001-0166,ds20181001,1358434.5265641229,1940,5164177.23332046,11455,ds20181001-0166,ds20181001-0166,organoid,1B,70,3,Organoid,Kuwahara,116,141,7,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0166,PE,2,8,3,3,3,3,1,7,8,8,8,NA,0.4064778847061747,1356712.0998307471,5980,2,4,4,4,8,8,8,8,8,8,8
ds20181001-0167,ds20181001,961566.4316089449,1586,3462766.22338838,8879,ds20181001-0167,ds20181001-0167,organoid,1B,71,3,Organoid,Kuwahara,116,141,7,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0167,PE,2,8,3,3,3,3,1,7,8,8,8,NA,0.3493210863130592,959949.2278003636,4404,2,4,4,4,8,8,8,8,8,8,8
ds20181001-0168,ds20181001,201722.48742675566,898,748581.934126602,4966,ds20181001-0168,ds20181001-0168,organoid,1B,72,3,Organoid,Kuwahara,116,141,7,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0168,PE,1,0,4,4,4,4,4,3,3,2,0,NA,0.695780620270624,200462.97564383794,1554,1,3,3,3,3,5,5,5,9,10,0
ds20181001-0169,ds20181001,481357.6060546962,1078,1817876.20893387,6282,ds20181001-0169,ds20181001-0169,organoid,1B,73,3,Organoid,Kuwahara,116,141,7,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0169,PE,1,0,4,4,4,4,4,3,3,2,0,NA,0.4257099963447032,480102.6628396368,2661,1,3,3,3,4,5,5,5,4,4,0
ds20181001-0170,ds20181001,935252.2627354765,1808,3405058.50330044,10369,ds20181001-0170,ds20181001-0170,organoid,1B,74,3,Organoid,Kuwahara,116,141,7,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0170,PE,2,8,3,3,3,3,1,7,8,8,8,NA,0.723075221514796,935200.0001389927,5138,2,4,4,4,8,8,8,8,8,8,8
ds20181001-0171,ds20181001,556639.5085597528,1236,2089531.57782389,7010,ds20181001-0171,ds20181001-0171,organoid,1B,75,3,Organoid,Kuwahara,116,141,7,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0171,PE,1,0,4,4,4,4,4,3,3,2,0,NA,0.6380842356144081,556071.9811194104,3184,1,3,3,3,4,5,5,5,4,4,0
ds20181001-0172,ds20181001,644639.8570813505,1073,2818062.72843579,6351,ds20181001-0172,ds20181001-0172,organoid,1B,76,3,Organoid,Kuwahara,116,141,7,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0172,PE,1,3,1,0,0,0,3,1,1,1,3,NA,0.41718886751868894,644606.859228339,2891,1,1,0,0,3,3,2,1,7,7,3
ds20181001-0173,ds20181001,826974.990021846,1426,3540523.91386762,8134,ds20181001-0173,ds20181001-0173,organoid,1B,77,3,Organoid,Zhong,CS2,55,1,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0173,PE,0,2,2,2,2,2,0,0,0,0,2,NA,0.3364456204213135,826728.7976999211,3905,0,2,1,1,1,0,1,0,0,0,2
ds20181001-0174,ds20181001,964338.0810362202,1445,4151790.38273224,8348,ds20181001-0174,ds20181001-0174,organoid,1B,78,3,Organoid,Zhong,CS2,55,1,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0174,PE,0,2,2,2,2,2,0,0,0,0,2,NA,0.35358631400431656,963403.7172647463,3841,0,2,1,1,9,9,9,10,11,11,2
ds20181001-0175,ds20181001,935152.4151706591,1551,3802035.83636415,8674,ds20181001-0175,ds20181001-0175,organoid,1B,79,3,Organoid,Zhong,CS2,55,1,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0175,PE,0,9,2,2,2,2,0,0,0,0,9,NA,0.5140258880500992,933355.5176243971,4125,0,2,1,1,9,9,9,10,11,11,9
ds20181001-0176,ds20181001,995904.3017301246,1522,4082954.49990624,8446,ds20181001-0176,ds20181001-0176,organoid,1B,80,3,Organoid,Zhong,CS2,55,1,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0176,PE,0,9,2,2,2,2,0,9,9,11,9,NA,0.6292285389826907,987237.1859860523,4098,0,2,1,1,9,9,9,10,11,11,9
ds20181001-0178,ds20181001,863405.3468447973,1759,3764142.67589916,10020,ds20181001-0178,ds20181001-0178,organoid,1B,82,3,Organoid,Zhong,CS2,55,1,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0178,PE,0,2,2,2,2,2,0,0,0,0,2,NA,0.3981193653770544,862529.0904884542,5090,0,2,1,1,1,0,1,0,0,0,2
ds20181001-0179,ds20181001,875942.1758203935,1479,4105869.56581824,8272,ds20181001-0179,ds20181001-0179,organoid,1B,83,3,Organoid,Zhong,CS2,55,1,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0179,PE,0,2,2,2,2,2,0,0,0,0,2,NA,0.43335835162814806,876429.119924298,4139,0,2,1,1,9,9,9,10,11,11,2
ds20181001-0180,ds20181001,935126.736289721,1570,4157201.7529619,8836,ds20181001-0180,ds20181001-0180,organoid,1B,84,3,Organoid,Zhong,CS2,55,1,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0180,PE,0,2,2,2,2,2,0,0,0,0,2,NA,0.2231074451452698,930068.2705266712,4238,0,2,1,1,9,9,9,10,11,11,2
ds20181001-0181,ds20181001,1242680.5596379433,1439,4885905.15471218,8222,ds20181001-0181,ds20181001-0181,organoid,1B,85,3,Organoid,Zhong,CS2,55,1,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0181,PE,0,9,2,2,2,2,0,9,9,11,9,NA,0.48318200269293543,1241745.6302412145,3946,0,2,1,1,9,9,9,10,11,11,9
ds20181001-0182,ds20181001,1007531.4944853551,1543,4135559.75334847,8741,ds20181001-0182,ds20181001-0182,organoid,1B,86,3,Organoid,Zhong,CS2,55,1,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0182,PE,0,9,2,2,2,2,0,9,9,11,9,NA,0.4534459304311021,1005162.3786773054,4302,0,2,1,1,9,9,9,10,11,11,9
ds20181001-0183,ds20181001,1032918.355899041,1661,4762134.19325926,9133,ds20181001-0183,ds20181001-0183,organoid,1B,87,3,Organoid,Zhong,CS2,55,1,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0183,PE,0,9,2,2,2,2,0,9,9,11,9,NA,0.29181864985656103,1032259.1120933465,4740,0,2,1,1,1,0,1,0,0,0,9
ds20181001-0184,ds20181001,1061379.6664165782,1326,4169163.0903641,7535,ds20181001-0184,ds20181001-0184,organoid,1B,88,3,Organoid,Zhong,CS2,55,1,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0184,PE,0,2,2,2,2,2,0,0,0,0,2,NA,0.1872453626407123,1061280.3937778834,3671,0,2,1,1,9,9,9,10,11,11,2
ds20181001-0185,ds20181001,555629.8772512013,962,2245863.08134201,5469,ds20181001-0185,ds20181001-0185,organoid,1B,89,3,Organoid,Zhong,CS3,56,1,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0185,PE,0,9,2,2,2,2,0,9,9,11,9,NA,0.37421838034453336,555573.7620641944,2303,0,2,1,1,9,9,9,10,11,11,9
ds20181001-0186,ds20181001,1238663.6870486243,1644,5269715.83632436,9255,ds20181001-0186,ds20181001-0186,organoid,1B,90,3,Organoid,Zhong,CS3,56,1,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0186,PE,0,2,2,2,2,2,0,0,0,0,2,NA,0.42275098415547735,1239062.5879838094,4516,0,2,1,1,9,9,9,10,11,11,2
ds20181001-0187,ds20181001,1111177.3357719244,1677,4131477.74531859,9107,ds20181001-0187,ds20181001-0187,organoid,1B,91,3,Organoid,Zhong,CS3,56,1,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0187,PE,0,9,2,2,2,2,0,9,9,11,9,NA,0.4614132801201612,1108117.968497461,4691,0,2,1,1,9,9,9,10,11,11,9
ds20181001-0188,ds20181001,1129803.5750436403,1700,4923506.99994389,9439,ds20181001-0188,ds20181001-0188,organoid,1B,92,3,Organoid,Zhong,CS3,56,1,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0188,PE,0,2,2,2,2,2,0,0,0,0,2,NA,0.703845521877442,1127815.0722021163,4876,0,2,1,1,9,9,9,10,11,11,2
ds20181001-0189,ds20181001,1195491.5304518268,1409,4607547.784167,7866,ds20181001-0189,ds20181001-0189,organoid,1B,93,3,Organoid,Zhong,CS3,56,1,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0189,PE,0,9,2,2,2,2,0,9,9,11,9,NA,0.6686354804749027,1193797.9602455995,3721,0,2,1,1,9,9,9,10,11,11,9
ds20181001-0190,ds20181001,1257342.0669840772,1466,4894228.26957365,8109,ds20181001-0190,ds20181001-0190,organoid,1B,94,3,Organoid,Zhong,CS3,56,1,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0190,PE,0,9,2,2,2,2,0,9,9,11,9,NA,0.29016014915747174,1258380.6838374631,4287,0,2,1,1,9,9,9,10,11,11,9
ds20181001-0191,ds20181001,1144338.915573738,1652,4989391.86924205,9189,ds20181001-0191,ds20181001-0191,organoid,1B,95,3,Organoid,Zhong,CS3,56,1,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0191,PE,0,9,2,2,2,2,0,9,9,11,9,NA,0.29618759212923396,1141959.203132095,4534,0,2,1,1,9,9,9,10,11,11,9
ds20181001-0192,ds20181001,801735.2098961726,1431,3616754.85149048,7996,ds20181001-0192,ds20181001-0192,organoid,1B,96,3,Organoid,Zhong,CS3,56,1,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0192,PE,0,2,2,2,2,2,0,0,0,0,2,NA,0.4087587562539255,801369.0971380691,3679,0,2,1,1,1,0,1,0,0,0,2
ds20181001-0193,ds20181001,321052.39621015644,1168,1381730.79330213,6690,ds20181001-0193,ds20181001-0193,organoid,1C,1,3,Organoid,Zhong,CS3,56,1,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0193,PE,0,9,2,2,2,2,0,9,9,11,9,NA,0.7353427658728963,320115.66001612175,2971,0,2,1,1,9,9,9,10,11,11,9
ds20181001-0194,ds20181001,314052.12743098696,1254,1332971.5159152,7303,ds20181001-0194,ds20181001-0194,organoid,1C,2,3,Organoid,Zhong,CS3,56,1,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0194,PE,0,9,2,2,2,2,0,9,9,11,9,NA,0.47792530313281245,313674.92485859734,3256,0,2,1,1,9,9,9,10,11,11,9
ds20181001-0195,ds20181001,366927.22306978074,1270,1415343.32467086,7018,ds20181001-0195,ds20181001-0195,organoid,1C,3,3,Organoid,Zhong,CS3,76,2,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0195,PE,3,12,5,5,5,6,7,5,7,4,12,NA,0.505909156566232,365980.6760796057,3268,3,5,5,5,6,7,7,7,6,6,12
ds20181001-0196,ds20181001,248029.82624371216,1151,1197411.90023522,6485,ds20181001-0196,ds20181001-0196,organoid,1C,4,3,Organoid,Zhong,CS3,76,2,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0196,PE,0,2,2,2,2,2,0,0,0,0,2,NA,0.31865624660827646,247987.77064531043,2923,0,2,1,1,1,0,1,0,0,0,2
ds20181001-0197,ds20181001,315447.0649486303,1222,1569861.70418839,7271,ds20181001-0197,ds20181001-0197,organoid,1C,5,3,Organoid,Zhong,CS3,76,2,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0197,PE,0,5,0,6,6,5,6,6,6,6,5,NA,0.047856910318136894,314176.802438579,3024,0,0,6,6,7,4,4,4,3,3,5
ds20181001-0198,ds20181001,382245.20678324235,1107,1674617.88830963,6246,ds20181001-0198,ds20181001-0198,organoid,1C,6,3,Organoid,Zhong,CS3,76,2,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0198,PE,0,2,2,2,2,2,0,0,0,0,2,NA,0.4550123241349857,377576.7391377739,2835,0,2,1,1,1,0,1,0,0,0,2
ds20181001-0199,ds20181001,428226.62629986607,1259,1875315.41163447,7194,ds20181001-0199,ds20181001-0199,organoid,1C,7,3,Organoid,Zhong,CS3,76,2,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0199,PE,0,2,2,2,2,2,0,0,0,0,2,NA,0.6514732877548923,427051.35687312455,3287,0,2,1,1,1,0,1,0,0,0,2
ds20181001-0200,ds20181001,222403.1723827879,857,1072107.33452951,5215,ds20181001-0200,ds20181001-0200,organoid,1C,8,3,Organoid,Zhong,CS3,76,2,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0200,PE,0,5,0,6,6,5,6,6,6,6,5,NA,0.05327815087174414,222194.7648350948,1691,0,0,6,6,7,4,4,4,3,3,5
ds20181001-0201,ds20181001,240448.44730004523,1072,1116373.66476434,6410,ds20181001-0201,ds20181001-0201,organoid,1C,9,3,Organoid,Zhong,CS3,76,2,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0201,PE,0,2,2,2,2,2,0,0,0,0,2,NA,0.5580692493174114,240401.94008719298,2696,0,2,1,1,1,0,1,0,0,0,2
ds20181001-0202,ds20181001,334719.19850548694,1055,1534800.06068488,6277,ds20181001-0202,ds20181001-0202,organoid,1C,10,3,Organoid,Zhong,CS3,76,2,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0202,PE,0,2,2,2,2,2,0,0,0,0,2,NA,0.4488145806854228,334781.79999555345,2768,0,2,1,1,1,0,1,0,0,0,2
ds20181001-0203,ds20181001,458464.4501581191,1397,2033918.73604579,8165,ds20181001-0203,ds20181001-0203,organoid,1C,11,3,Organoid,Zhong,CS3,76,2,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0203,PE,0,1,0,1,1,1,2,2,2,3,1,NA,0.5597912762750258,457738.1283941428,3739,0,0,2,2,0,1,3,2,1,1,1
ds20181001-0204,ds20181001,310840.68358030304,1262,1407323.45534167,6983,ds20181001-0204,ds20181001-0204,organoid,1C,12,3,Organoid,Zhong,CS3,76,2,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0204,PE,0,2,2,2,2,2,0,0,0,0,2,NA,0.40035193941236646,310904.685833659,3139,0,2,1,1,1,0,1,0,0,0,2
ds20181001-0205,ds20181001,402886.0220083153,1175,1778411.83066645,6795,ds20181001-0205,ds20181001-0205,organoid,1C,13,3,Organoid,Zhong,CS3,76,2,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0205,PE,0,5,0,6,6,5,6,6,6,6,5,NA,0.2402895896536941,402673.32527441526,3112,0,0,6,6,7,4,4,4,3,3,5
ds20181001-0206,ds20181001,499251.15546185646,1281,1797149.51395409,6912,ds20181001-0206,ds20181001-0206,organoid,1C,14,3,Organoid,Zhong,CS3,76,2,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0206,PE,3,12,5,5,5,6,7,5,7,4,12,NA,0.36909426892375213,498371.66200538387,3599,3,5,5,5,6,7,7,7,6,6,12
ds20181001-0207,ds20181001,340285.7079329991,1172,1503822.92123645,6591,ds20181001-0207,ds20181001-0207,organoid,1C,15,3,Organoid,Zhong,CS3,76,2,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0207,PE,0,5,0,6,6,5,6,6,6,6,5,NA,0.1286192980503587,339576.7989965743,2838,0,2,1,1,1,0,1,0,10,9,5
ds20181001-0208,ds20181001,257802.82973996518,1198,1202927.63479026,6680,ds20181001-0208,ds20181001-0208,organoid,1C,16,3,Organoid,Zhong,CS3,76,2,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0208,PE,0,2,2,2,2,2,0,0,0,0,2,NA,0.9589413449121391,256712.161665253,3008,0,2,1,1,1,0,1,0,0,0,2
ds20181001-0209,ds20181001,429913.6345307497,1333,1892904.76296163,7494,ds20181001-0209,ds20181001-0209,organoid,1C,17,3,Organoid,Zhong,CS3,76,2,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0209,PE,0,5,0,2,2,5,6,6,6,6,5,NA,0.13360874945391263,429362.92189652374,3238,0,2,1,1,1,0,1,0,0,0,5
ds20181001-0210,ds20181001,456220.1223027812,1085,1771963.59571579,5911,ds20181001-0210,ds20181001-0210,organoid,1C,18,3,Organoid,Zhong,CS3,76,2,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0210,PE,0,2,2,2,2,2,0,0,0,0,2,NA,0.29079715591581423,454475.20353879774,2500,0,2,1,1,1,0,1,0,0,0,2
ds20181001-0211,ds20181001,359849.459222595,897,1475791.24470693,5185,ds20181001-0211,ds20181001-0211,organoid,1C,19,3,Organoid,Zhong,CS2,83,3,NA,NA,NA,NA,NA,FACS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,keep,ds20181001_organoid,ds20181001-0211,PE,0,2,0,1,2,2,0,0,0,0,2,NA,0.7037861415323282,359472.19151260506,2064,0,2,1,1,1,0,1,0,0,0,2
